,Movie_title,Audience_review,Critic_review,Runtime,Distributor,Covered,Actors,Producer,Cinematography,Editing,Music
932,The Sea of Trees,42,13,106.0,0,0.0,0,0,0,1,0
936,Bad Moms,63,58,101.0,0,1.0,0,0,1,1,1
938,Kickboxer: Vengeance,43,41,90.0,0,0.0,0,0,0,0,0
944,Ghostbusters,50,74,105.0,0,1.0,0,0,0,0,0
945,Independence Day: Resurgence,30,29,120.0,1,1.0,0,0,0,0,0
947,Ice Age: Collision Course,39,17,94.0,1,1.0,0,0,0,0,1
954,Blood Father,63,89,88.0,0,1.0,1,0,0,1,0
955,Approaching the Unknown,14,43,90.0,0,0.0,0,0,0,0,0
956,Hillary's America: The Secret History of the Democratic Party,80,4,102.0,0,0.0,0,0,0,0,0
958,Justin Timberlake + The Tennessee Kids,100,100,101.41580619539317,0,1.0,0,0,0,0,0
959,X-Men: Apocalypse,65,47,144.0,1,1.0,0,0,1,0,0
961,Central Intelligence,61,71,108.0,1,1.0,1,0,0,0,0
962,Mike and Dave Need Wedding Dates,51,37,98.0,1,0.0,1,0,0,0,1
963,The Purge: Election Year,48,55,109.0,1,1.0,0,0,0,0,0
968,Complete Unknown,24,51,91.0,0,1.0,0,0,0,0,1
969,Swiss Army Man,72,71,97.0,0,1.0,0,0,0,0,0
971,Last Vegas,59,45,105.0,0,0.0,1,0,1,1,1
973,Metallica Through the Never,73,79,94.0,0,1.0,1,0,1,0,0
975,The Inevitable Defeat of Mister & Pete,88,86,120.0,0,0.0,0,0,0,0,0
976,Dark Touch,28,70,90.0,0,0.0,0,0,0,0,0
978,Jackass Presents: Bad Grandpa,60,61,92.0,1,1.0,1,0,0,0,0
980,StreetDance 2,38,41,90.0,0,1.0,0,0,1,0,0
981,You're Next,60,78,94.0,0,1.0,1,0,0,0,0
982,Lee Daniels' The Butler,78,72,132.0,0,1.0,0,0,1,0,0
985,The Spectacular Now,76,92,95.0,0,1.0,1,0,0,0,1
986,A.C.O.D.,28,52,90.0,0,1.0,1,0,1,0,0
987,Charlie Countryman,49,29,103.0,0,1.0,0,0,0,0,1
988,Blue Jasmine,77,91,98.0,1,0.0,0,1,1,1,0
990,Blue Caprice,51,83,93.0,1,1.0,0,0,0,0,0
991,Fruitvale Station,87,94,85.0,0,1.0,0,0,0,0,0
992,In a World...,71,92,93.0,0,0.0,1,0,0,1,0
995,Short Term 12,92,98,96.0,0,1.0,1,0,0,0,0
996,A Single Shot,31,51,112.0,0,1.0,0,0,0,0,1
997,Vikingdom,25,43,114.0,0,0.0,0,0,0,0,0
998,Nativity!,65,46,105.0,0,1.0,0,0,0,0,0
1001,Runner Runner,33,8,91.0,1,1.0,1,0,0,0,1
1004,InAPPropriate Comedy,22,0,83.0,0,1.0,0,0,0,0,0
1005,Insidious: Chapter 2,57,39,106.0,0,1.0,1,1,1,0,0
1007,Hell Baby,27,30,94.0,0,0.0,0,0,0,0,0
1009,Don Jon,58,79,90.0,0,0.0,1,0,0,0,0
1010,The Berlin File,57,36,120.0,0,0.0,0,0,0,0,0
1014,Gori Tere Pyaar Mein,27,44,150.0,0,0.0,0,0,0,0,1
1015,Despicable Me 2,85,75,98.0,1,1.0,1,0,0,0,1
1016,Fast & Furious 6,84,70,130.0,1,1.0,1,1,0,0,0
1017,Percy Jackson: Sea of Monsters,55,42,106.0,1,1.0,1,0,0,0,0
1018,Man of Tai Chi,50,71,105.0,0,0.0,0,0,1,0,0
1019,The Angels' Share,78,89,106.0,0,1.0,0,0,0,0,1
1020,Our Children,69,93,111.0,0,0.0,0,0,0,0,0
1021,Sightseers,62,85,85.0,0,1.0,0,0,1,0,0
1022,One Direction: This Is Us,79,64,92.0,0,1.0,0,0,0,0,0
1023,Berberian Sound Studio,53,85,94.0,0,1.0,0,0,0,0,0
1024,Ain't Them Bodies Saints,61,78,97.0,1,0.0,0,0,0,0,0
1027,Museum Hours,61,94,106.0,0,1.0,0,0,0,0,0
1029,Touchy Feely,22,38,88.0,1,1.0,0,0,0,0,0
1033,Investigation of a Citizen Above Suspicion,95,100,115.0,0,1.0,0,0,0,0,0
1035,All the Boys Love Mandy Lane,31,43,90.0,0,1.0,0,0,0,0,0
1037,The Smurfs 2,56,14,105.0,0,0.0,0,0,0,0,1
1040,The Mortal Instruments: City of Bones,58,14,130.0,0,1.0,0,0,0,0,1
1042,Il Futuro,50,86,94.0,0,1.0,0,0,0,0,0
1043,Drinking Buddies,49,82,90.0,1,0.0,1,0,0,0,1
1044,The Stone Roses: Made of Stone,75,76,96.0,0,1.0,0,0,1,0,0
1047,Violet & Daisy,34,23,88.0,0,0.0,0,0,0,0,0
1049,2 Guns,66,64,109.0,1,1.0,1,0,1,0,0
1050,The To Do List,46,54,104.0,0,1.0,0,0,1,0,0
1051,Frances Ha,77,92,86.0,1,0.0,0,0,0,0,0
1052,Nativity 2,49,36,105.0,0,0.0,0,0,0,0,0
1054,We're The Millers,72,48,110.0,1,0.0,1,0,0,0,1
1056,Crystal Fairy,49,82,99.0,1,1.0,0,0,0,0,0
1057,Prince Avalanche,52,82,94.0,1,0.0,1,0,1,0,0
1058,Ip Man: The Final Fight,55,67,102.0,0,1.0,0,0,0,0,0
1059,All Is Bright,22,46,107.0,0,1.0,0,0,0,0,0
1062,Girl Most Likely,33,22,104.0,0,1.0,0,0,0,0,1
1064,Grabbers,51,75,94.0,0,0.0,0,0,0,0,1
1065,Grown Ups 2,53,7,101.0,0,1.0,1,1,0,0,1
1068,White House Down,62,52,131.0,0,1.0,0,0,0,0,0
1070,The Fitzgerald Family Christmas,48,64,101.41580619539317,0,1.0,0,0,0,0,0
1080,Embrace of the Vampire,27,10,92.0,0,0.0,0,0,0,0,0
1081,Monsters University,81,80,104.0,1,1.0,1,0,0,0,0
1082,R.I.P.D.,38,13,96.0,1,0.0,1,0,0,1,1
1084,I Give It a Year,38,53,97.0,0,0.0,0,1,1,1,0
1085,The Internship,51,35,119.0,1,0.0,1,0,0,1,1
1086,The Conjuring,83,85,112.0,1,1.0,0,0,1,0,0
1088,A Hijacking,76,95,99.0,0,1.0,0,0,0,0,0
1090,The Way Way Back,84,84,103.0,0,1.0,1,0,1,0,1
1092,Kevin Hart: Let Me Explain,72,61,75.0,0,0.0,0,0,0,0,0
1093,Dirty Wars,74,84,86.0,0,1.0,0,0,0,0,0
1096,Sherlock Jr.,95,95,45.0,0,1.0,0,0,0,0,0
1097,The Big Parade,91,100,151.0,0,1.0,0,0,0,0,0
1098,I Married a Witch,68,95,77.0,0,1.0,0,0,0,0,0
1099,The Croods,77,71,98.0,1,0.0,1,0,0,0,1
1102,The Hangover Part III,44,20,100.0,1,0.0,0,0,1,1,1
1103,After Earth,36,11,100.0,0,1.0,0,0,1,1,1
1104,This Is the End,71,83,107.0,0,1.0,1,0,1,1,1
1105,Curse of Chucky,56,76,96.0,0,0.0,0,0,0,0,0
1108,Stuck in Love,68,57,96.0,0,1.0,0,0,1,0,0
1109,Europa Report,57,81,89.0,1,1.0,0,0,0,0,1
1110,The Frozen Ground,50,60,105.0,0,1.0,1,0,0,0,1
1111,100 Bloody Acres,46,81,90.0,0,1.0,0,0,0,0,0
1113,I Spit on Your Grave 2,30,0,106.0,0,1.0,0,0,0,0,0
1114,Iron Man 3,78,79,131.0,1,1.0,1,1,1,1,1
1115,Call Me Kuchu,88,98,87.0,0,1.0,0,0,0,0,0
1116,Simon Killer,51,76,101.0,1,1.0,0,0,0,0,1
1117,Room 237,55,94,102.0,1,1.0,0,0,0,0,0
1118,The Bling Ring,33,59,90.0,0,0.0,0,0,1,0,0
1119,Gimme The Loot,65,91,79.0,1,1.0,0,0,0,0,0
1122,The We and the I,48,70,103.0,0,1.0,0,0,0,0,0
1123,Fill the Void,69,89,90.0,1,1.0,0,0,0,0,0
1124,One Track Heart: The Story of Krishna Das,52,67,72.0,0,1.0,0,0,0,0,0
1127,The Kings of Summer,77,76,96.0,0,0.0,0,0,0,0,0
1128,Unfinished Song,68,65,93.0,0,1.0,0,0,0,0,0
1129,V/H/S/2,51,70,92.0,0,1.0,0,0,0,0,0
1130,Java Heat,27,8,103.0,1,0.0,0,0,0,0,0
1132,Behind the Candelabra,71,95,118.0,0,1.0,0,0,1,1,0
1133,Blancanieves,84,94,105.0,0,1.0,0,0,0,0,0
1134,Star Trek Into Darkness,89,84,133.0,1,1.0,0,0,1,0,1
1135,Stories We Tell,79,94,109.0,0,1.0,0,0,0,0,0
1136,Chasing Ice,85,96,75.0,0,1.0,0,0,0,0,0
1138,War Witch,78,94,90.0,0,1.0,0,0,0,0,0
1142,In the Fog,59,87,127.0,0,1.0,0,0,0,0,0
1145,Cockneys vs Zombies,45,76,87.0,0,0.0,0,0,0,0,0
1146,Love Is All You Need,59,75,116.0,1,1.0,0,0,0,0,0
1148,I'm So Excited!,37,48,90.0,1,1.0,0,0,0,1,0
1152,Scary Movie 5,38,4,86.0,0,1.0,0,0,0,0,0
1157,Pain & Gain,47,51,129.0,1,0.0,1,0,0,0,1
1158,Évocateur: The Morton Downey Jr. Movie,84,91,101.41580619539317,1,1.0,0,0,0,0,0
1161,At Any Price,31,51,104.0,1,1.0,0,0,0,0,0
1162,No One Lives,42,46,86.0,0,0.0,0,0,0,0,0
1163,No Place On Earth,73,80,83.0,1,1.0,0,0,0,0,0
1166,Sharknado,33,78,85.0,0,0.0,1,1,0,0,0
1168,I Killed My Mother,81,83,96.0,0,0.0,0,0,0,0,0
1171,The Big Wedding,40,7,89.0,0,0.0,1,0,0,0,0
1174,Olympus Has Fallen,66,49,119.0,0,1.0,1,0,0,0,0
1176,The Guillotines,16,23,112.0,0,0.0,0,0,0,0,0
1178,G.I. Joe: Retaliation,48,29,110.0,1,1.0,1,0,0,1,1
1179,Welcome to the Punch,36,47,99.0,1,0.0,1,0,0,1,0
1180,Filly Brown,72,42,101.0,0,1.0,0,0,0,0,0
1185,Ginger & Rosa,50,79,90.0,0,1.0,0,0,0,0,0
1191,Teen Beach Movie,72,86,95.0,0,0.0,0,0,1,0,0
1193,Bullet to the Head,39,46,92.0,1,1.0,1,0,0,0,0
1196,The End of Love,47,59,101.41580619539317,0,1.0,0,0,0,0,0
1197,Spring Breakers,38,67,93.0,0,1.0,1,0,0,0,0
1198,Dead Man Down,47,38,117.0,0,1.0,0,1,0,0,0
1200,Vehicle 19,31,23,85.0,0,1.0,0,0,0,0,0
1203,6 Souls,45,4,112.0,0,0.0,1,0,0,0,1
1204,Black Pond,67,100,83.0,0,1.0,0,0,0,0,0
1205,A Place at the Table,73,89,84.0,1,1.0,1,0,0,0,0
1208,Least Among Saints,87,36,101.0,0,0.0,0,0,0,0,0
1209,Supporting Characters,63,86,101.41580619539317,0,1.0,0,0,0,0,0
1211,The Lesser Blessed,59,50,86.0,0,0.0,0,0,0,0,0
1212,Into the White,67,45,104.0,0,1.0,0,0,0,0,0
1213,The Incredible Burt Wonderstone,33,37,100.0,1,0.0,1,0,0,0,1
1216,Marketa Lazarová,87,100,165.0,0,0.0,0,0,0,0,0
1217,Oz the Great and Powerful,56,58,130.0,1,0.0,1,1,1,0,1
1218,Movie 43,24,5,94.0,0,0.0,1,0,0,0,1
1219,Hansel and Gretel: Witch Hunters,53,14,88.0,0,1.0,0,0,0,1,1
1222,The Taste of Money,23,28,115.0,1,1.0,0,0,0,0,0
1225,The Brass Teapot,51,32,101.0,1,1.0,0,0,0,0,0
1227,The Last Exorcism Part II,26,15,88.0,0,0.0,1,0,0,0,1
1229,The Grass Is Greener,64,88,104.0,1,1.0,0,0,0,0,0
1231,A Good Day To Die Hard,40,15,97.0,1,1.0,1,0,1,1,1
1232,Escape From Planet Earth,54,34,89.0,0,1.0,0,0,0,0,1
1233,Stand Up Guys,46,37,95.0,0,1.0,0,0,0,1,1
1234,The ABCs of Death,23,38,124.0,0,1.0,0,0,0,0,0
1236,Identity Thief,53,19,112.0,0,0.0,0,1,1,1,1
1239,It's a Disaster,60,79,88.0,0,1.0,0,0,0,0,0
1240,Generation Um...,22,0,96.0,0,0.0,0,0,0,0,0
1244,Texas Chainsaw,41,18,92.0,0,1.0,0,0,0,0,1
1251,A Glimpse Inside the Mind of Charles Swan III,26,16,86.0,0,1.0,0,0,0,0,0
1252,Hating Breitbart,92,0,85.0,0,1.0,0,0,0,0,0
1253,Back to 1942,62,36,146.0,0,1.0,0,0,0,0,0
1254,Upstream Color,69,86,96.0,0,1.0,1,0,0,0,0
1257,Superman Unbound,75,100,75.0,0,1.0,0,0,0,0,0
1258,Happy People: A Year in the Taiga,77,88,94.0,0,1.0,0,0,0,1,1
1259,Wasted on the Young,48,60,97.0,1,1.0,0,0,0,0,0
1262,Django Unchained,91,87,165.0,0,1.0,0,0,0,0,0
1263,Broken City,40,29,108.0,1,0.0,0,0,0,0,0
1264,Silver Linings Playbook,86,92,122.0,0,1.0,0,0,0,0,1
1265,Manborg,58,89,70.0,0,0.0,0,0,0,0,0
1268,The Revisionaries,75,92,92.0,0,1.0,0,0,0,0,0
1269,Not Suitable for Children,53,88,97.0,0,0.0,0,0,0,0,0
1271,A Haunted House,51,10,86.0,0,0.0,0,0,0,0,0
1272,Little Red Wagon,60,40,104.0,0,0.0,1,0,0,0,0
1274,The Condemned,64,0,113.0,0,1.0,0,0,0,0,0
1278,Hyde Park on Hudson,31,37,95.0,0,1.0,0,0,0,1,0
1280,A Bottle in the Gaza Sea,73,69,100.0,0,0.0,0,0,0,0,0
1283,The Sweeney,44,45,50.0,0,0.0,0,0,0,0,0
1285,Hemingway & Gellhorn,41,50,154.0,0,0.0,0,0,0,0,0
1289,The Haunting in Connecticut 2: Ghosts of Georgia,44,19,100.0,0,0.0,0,1,0,0,1
1290,The Devil and Miss Jones,83,100,92.0,0,1.0,0,0,0,0,0
1292,The Hobbit: An Unexpected Journey,83,64,169.0,1,0.0,0,0,1,0,1
1293,Killing Them Softly,44,73,97.0,0,1.0,1,0,0,0,0
1294,This Is 40,50,52,133.0,0,0.0,1,0,1,1,0
1295,Rise of the Guardians,80,74,97.0,1,1.0,0,0,0,0,1
1296,Day of the Falcon,51,11,130.0,1,1.0,0,0,0,0,1
1297,Zero Dark Thirty,80,91,157.0,0,1.0,0,0,0,1,1
1300,Cirque Du Soleil: Worlds Away,96,45,91.0,1,0.0,0,0,0,1,0
1301,A Royal Affair,82,90,137.0,0,1.0,0,0,0,0,0
1302,Grave Encounters 2,27,20,100.0,0,1.0,0,0,0,0,0
1303,The Other Son,78,79,110.0,0,0.0,0,0,0,0,0
1305,Skyfall,86,92,143.0,0,0.0,0,0,1,0,1
1306,Red Dawn,51,13,114.0,0,1.0,0,0,0,0,0
1307,Wreck-it Ralph,86,87,101.0,1,1.0,1,0,0,0,1
1309,The Intouchables,93,75,112.0,0,0.0,0,0,0,0,0
1310,In Their Skin,16,45,97.0,1,0.0,0,0,0,0,0
1311,Kumaré,82,58,84.0,0,1.0,0,0,0,0,0
1312,You've Been Trumped,72,85,95.0,0,1.0,0,0,0,0,0
1316,Lay the Favorite,19,18,94.0,0,1.0,0,0,1,0,0
1319,Storage 24,21,42,87.0,1,0.0,0,0,0,0,1
1322,"Monsters, Inc.",90,96,90.0,1,1.0,0,0,0,0,0
1325,Fun Size,47,25,86.0,1,0.0,0,0,1,0,0
1329,A Simple Life,86,94,118.0,0,1.0,0,0,0,0,0
1330,Chasing Mavericks,70,32,116.0,1,1.0,1,0,1,1,0
1331,How to Survive a Plague,83,97,109.0,0,1.0,0,0,0,0,0
1332,"Madrid, 1987",63,86,105.0,0,1.0,0,0,0,0,0
1337,Fast Girls,59,83,91.0,0,1.0,1,0,0,0,0
1338,Holy Motors,71,91,116.0,0,0.0,0,0,0,0,0
1339,Atlas Shrugged: Part II,60,4,112.0,0,1.0,1,0,0,0,0
1340,The Dinosaur Project,20,29,83.0,0,1.0,0,0,0,0,0
1341,Sushi Girl,44,50,98.0,1,0.0,0,0,0,0,0
1342,Matru Ki Bijlee Ka Mandola,44,33,101.41580619539317,0,0.0,0,0,0,0,0
1344,The Man With the Iron Fists,40,51,96.0,1,1.0,0,0,0,0,0
1348,My Worst Nightmare,28,67,103.0,0,0.0,0,0,0,0,0
1350,Robot & Frank,75,86,85.0,0,1.0,1,0,0,0,0
1351,Celeste and Jesse Forever,62,71,92.0,1,1.0,1,0,0,0,0
1352,For Ellen,37,67,93.0,0,1.0,0,0,0,0,0
1353,"For a Good Time, Call...",53,57,85.0,0,0.0,0,0,0,0,1
1354,28 Hotel Rooms,38,47,82.0,0,1.0,0,0,1,0,0
1355,Silent Hill: Revelation,35,10,95.0,0,1.0,0,0,0,0,0
1356,Dangerous Liaisons,53,68,119.0,1,1.0,0,0,1,0,1
1357,A Late Quartet,71,76,105.0,0,1.0,0,0,0,0,0
1358,The Thieves,71,69,136.0,0,1.0,0,0,0,0,0
1359,Deadly Blessing,28,17,100.0,0,1.0,0,0,0,0,1
1360,Hotel Transylvania,72,44,91.0,0,0.0,1,0,0,0,1
1364,Here Comes the Boom,65,40,105.0,0,0.0,0,0,0,0,1
1366,Paranormal Activity 4,34,24,87.0,1,1.0,0,1,1,1,0
1369,Nature Calls,17,5,79.0,1,1.0,0,0,0,0,0
1370,End of Watch,86,85,109.0,0,1.0,0,0,0,0,0
1371,Stella Days,30,60,100.0,0,0.0,0,0,0,0,0
1372,Seven Psychopaths,71,82,110.0,0,0.0,1,1,1,0,1
1373,Tai Chi Zero,52,61,99.0,0,1.0,0,0,0,0,0
1374,Universal Soldier: Day of Reckoning,34,56,114.0,0,0.0,0,0,0,0,0
1378,The Incubus,20,29,93.0,0,0.0,0,0,0,0,0
1379,Wake in Fright,84,100,109.0,0,0.0,0,0,0,0,0
1382,Dredd,72,79,95.0,0,0.0,1,0,1,0,0
1383,The Possession,48,39,92.0,0,1.0,0,0,0,0,0
1386,17 Girls,39,67,86.0,0,0.0,0,0,0,0,0
1387,Taken 2,53,22,91.0,1,0.0,1,1,0,0,0
1388,5 Broken Cameras,88,96,90.0,0,1.0,0,1,0,0,0
1390,Detropia,63,85,91.0,0,1.0,0,0,0,0,0
1391,The Other Dream Team,88,87,101.41580619539317,0,0.0,0,0,0,0,0
1392,"Farewell, My Queen",56,93,100.0,0,0.0,0,0,0,0,0
1393,About Cherry,15,14,102.0,1,1.0,0,0,0,0,0
1394,Jab Tak Hai Jaan,68,88,176.0,0,0.0,0,1,0,0,1
1396,Premium Rush,60,74,92.0,0,0.0,0,0,1,0,0
1398,Resident Evil: Retribution,51,29,96.0,0,0.0,1,0,1,1,1
1399,House at the End of the Street,41,12,101.0,0,0.0,0,0,0,0,0
1403,Red Hook Summer,34,58,124.0,0,1.0,0,1,0,0,0
1404,Now Is Good,64,56,103.0,0,1.0,1,1,0,0,0
1406,Sleepwalk With Me,71,84,80.0,1,1.0,0,0,0,0,0
1407,Trouble with the Curve,66,51,111.0,1,1.0,0,0,1,0,1
1408,The Trouble with Bliss,28,33,97.0,0,1.0,0,0,0,0,0
1410,Pitch Perfect,83,80,112.0,1,0.0,1,1,0,1,1
1411,The Dark Knight Rises,90,87,165.0,1,1.0,1,0,0,1,1
1412,Ice Age: Continental Drift,62,37,94.0,1,1.0,0,0,0,0,1
1413,Miami Connection,65,68,84.0,0,0.0,0,0,0,0,0
1416,The Odd Life of Timothy Green,67,35,104.0,1,1.0,0,0,1,1,0
1417,Dreams of a Life,65,74,95.0,0,1.0,0,0,0,0,0
1418,V/H/S,41,57,116.0,0,1.0,0,0,0,0,0
1420,Beasts of the Southern Wild,76,87,93.0,0,0.0,0,0,0,0,0
1423,Mansome,23,25,84.0,0,1.0,1,0,0,0,0
1424,Last Ounce of Courage,69,0,101.0,0,1.0,0,0,0,0,0
1427,The Apparition,24,3,82.0,0,1.0,0,0,0,0,1
1428,Men in Black III,70,69,106.0,0,1.0,0,0,1,0,1
1431,The Expendables 2,67,67,103.0,0,1.0,1,0,0,0,1
1432,ParaNorman,72,88,93.0,0,1.0,0,0,0,0,0
1435,Step Up Revolution,68,42,99.0,0,1.0,0,0,0,0,1
1436,Barfi!,86,86,150.0,0,1.0,0,0,0,0,0
1437,The Queen of Versailles,73,95,100.0,1,1.0,0,0,0,0,0
1438,2 Days in New York,42,66,96.0,1,1.0,1,0,0,0,0
1442,English Vinglish,83,80,134.0,0,1.0,0,0,0,0,0
1443,Painted Skin: The Resurrection,57,83,120.0,0,1.0,0,0,0,0,0
1445,House of Dark Shadows,70,43,97.0,0,1.0,0,0,0,0,0
1447,Arthur Christmas,76,92,97.0,0,1.0,0,0,0,0,1
1448,The Day He Arrives,68,95,79.0,0,1.0,0,0,0,0,0
1451,Polisse,78,87,127.0,0,1.0,0,0,0,0,0
1452,A Burning Hot Summer,22,55,95.0,0,0.0,0,0,0,0,0
1453,Your Sister's Sister,66,83,90.0,1,1.0,0,0,0,0,0
1456,Safety Not Guaranteed,80,90,86.0,0,1.0,0,0,0,0,0
1457,Ruby Sparks,75,79,104.0,0,1.0,1,0,1,0,0
1461,Madagascar 3: Europe's Most Wanted,72,79,93.0,1,1.0,1,0,0,0,1
1463,Abraham Lincoln: Vampire Hunter,50,34,105.0,1,1.0,0,0,0,0,1
1464,Moonrise Kingdom,86,93,94.0,0,0.0,1,0,0,0,1
1466,Neil Young Journeys,59,89,87.0,1,1.0,0,0,0,0,0
1468,Seeking a Friend for the End of the World,53,55,101.0,0,1.0,1,0,1,1,0
1469,The Invisible War,84,99,97.0,0,1.0,0,0,0,0,0
1470,Madea's Witness Protection,66,19,114.0,0,1.0,0,1,0,1,1
1471,Chernobyl Diaries,28,19,86.0,1,1.0,0,0,0,0,0
1472,Secret of the Wings,78,60,75.0,0,1.0,0,0,0,0,0
1473,Crooked Arrows,62,41,105.0,0,0.0,0,0,0,0,0
1474,2016: Obama's America,73,26,89.0,0,0.0,0,0,0,0,0
1475,Lili,82,100,81.0,0,1.0,0,0,0,0,0
1478,"Peace, Love, & Misunderstanding",39,30,92.0,1,1.0,0,0,0,0,0
1479,A Cat in Paris,72,83,65.0,0,0.0,0,0,0,0,0
1480,Sound of My Voice,66,75,85.0,0,1.0,0,0,0,0,0
1485,The Flying Swords of Dragon Gate,48,69,125.0,0,0.0,0,0,0,0,0
1487,30 Beats,15,5,88.0,0,0.0,0,0,0,0,0
1488,Iron Sky,37,39,93.0,0,0.0,0,0,0,0,0
1490,The Giant Mechanical Man,65,70,94.0,0,0.0,0,0,1,0,0
1493,The Cabin in the Woods,74,91,95.0,0,1.0,0,0,1,0,0
1495,Chico & Rita,77,87,94.0,1,1.0,0,0,0,0,0
1496,The Best Exotic Marigold Hotel,79,79,124.0,0,1.0,0,1,1,1,1
1501,The Babymakers,22,8,98.0,0,1.0,0,0,1,0,1
1502,The Magic of Belle Isle,62,30,109.0,1,0.0,0,0,0,0,0
1503,Katy Perry: Part of Me,72,75,95.0,1,1.0,0,1,0,0,0
1506,The Pirates! Band of Misfits,60,86,88.0,0,0.0,0,0,0,0,0
1507,Snow White and the Huntsman,52,49,127.0,0,1.0,0,1,0,1,1
1508,Piranha 3DD,22,13,82.0,0,0.0,0,0,0,0,0
1510,Falling Overnight,64,40,86.0,0,0.0,0,0,0,0,0
1512,The Five-Year Engagement,51,63,124.0,0,1.0,0,0,1,0,1
1513,Where Do We Go Now?,72,52,110.0,0,0.0,0,0,0,0,0
1514,The Woman in the Fifth,22,59,85.0,0,1.0,1,0,0,0,0
1516,October Baby,79,23,107.0,0,1.0,0,0,0,0,0
1519,Beyond The Black Rainbow,52,55,110.0,0,0.0,0,0,0,0,0
1520,Lola Versus,31,36,87.0,0,1.0,0,0,0,0,0
1521,For Greater Glory,77,21,145.0,0,1.0,0,0,0,0,1
1526,Darling Companion,29,22,103.0,1,0.0,0,0,1,0,1
1527,A Separation,92,99,123.0,0,1.0,0,0,0,0,0
1529,Think Like a Man,79,54,123.0,0,0.0,1,0,0,1,1
1531,Monsieur Lazhar,86,97,94.0,0,1.0,0,0,0,0,0
1532,Lovely Molly,32,42,100.0,0,1.0,0,0,0,0,0
1533,The Viral Factor,55,56,120.0,0,1.0,0,0,0,0,0
1536,Bol Bachchan,51,71,155.0,0,1.0,0,0,0,0,0
1537,Age of the Dragons,7,9,91.0,0,0.0,0,0,0,0,0
1538,4.3.2.1,42,37,117.0,1,1.0,0,0,0,0,0
1543,Kill List,58,78,95.0,0,0.0,0,0,1,0,0
1544,The Snowtown Murders,66,84,120.0,0,0.0,0,0,0,0,0
1548,L!fe Happens,30,26,100.0,0,0.0,0,0,0,0,0
1549,The Raid: Redemption,87,86,101.0,0,1.0,1,0,0,0,0
1559,Casa de mi padre,35,41,85.0,0,1.0,1,0,0,0,0
1560,Friends With Kids,49,68,100.0,0,1.0,0,0,0,1,1
1561,Get the Gringo,68,82,96.0,0,1.0,0,0,0,1,0
1564,Jiro Dreams of Sushi,92,99,81.0,1,1.0,0,0,0,0,0
1565,Salmon Fishing in the Yemen,64,67,107.0,0,1.0,0,0,1,0,0
1566,4:44 Last Day on Earth,19,47,84.0,1,1.0,0,0,0,0,0
1567,The Girl from the Naked Eye,20,40,84.0,0,0.0,0,0,0,0,0
1568,Meeting Evil,31,22,89.0,0,1.0,0,0,0,0,0
1573,Wrath of the Titans,49,26,99.0,1,1.0,0,0,1,0,0
1574,The Flowers of War,73,41,146.0,0,1.0,1,0,0,0,0
1575,Being Flynn,41,51,102.0,0,1.0,1,0,0,0,0
1576,Jesus Henry Christ,47,23,92.0,0,1.0,0,0,0,0,0
1580,American Reunion,63,45,113.0,1,1.0,0,0,1,0,1
1583,The Decoy Bride,51,23,101.41580619539317,0,0.0,0,0,0,0,0
1586,Dangerous Ishhq,28,20,130.0,0,1.0,0,0,0,0,0
1587,The Hedgehog,83,87,101.41580619539317,0,0.0,0,0,0,0,0
1589,Seeking Justice,39,27,105.0,0,1.0,1,0,0,0,0
1590,Ghost Rider: Spirit of Vengeance,32,18,95.0,0,1.0,1,0,1,0,0
1591,Sherlock Holmes: A Game of Shadows,77,60,129.0,1,0.0,0,0,1,0,1
1592,Big Miracle,64,75,107.0,1,1.0,0,0,1,0,0
1595,Cat Run,33,14,102.0,0,1.0,0,0,0,0,0
1596,The FP,54,48,83.0,0,0.0,1,0,1,0,0
1597,A Bag of Hammers,66,58,85.0,0,0.0,0,0,0,0,0
1598,Tyler Perry's Good Deeds,76,32,111.0,0,1.0,0,1,0,1,1
1599,Jeff Who Lives at Home,62,77,83.0,0,0.0,0,0,0,0,1
1601,Don 2,72,69,144.0,0,1.0,0,0,0,1,1
1602,Jannat 2,45,0,150.0,0,1.0,0,0,0,0,0
1603,Superman vs. The Elite,75,80,76.0,0,1.0,0,0,0,0,0
1604,Red Tails,58,40,121.0,1,0.0,0,0,0,0,0
1606,Journey 2: The Mysterious Island,59,44,94.0,1,0.0,1,0,0,1,0
1608,Sing Your Song,79,95,101.41580619539317,0,1.0,0,0,0,0,0
1613,Machine Gun Preacher,62,27,129.0,0,1.0,1,0,0,0,0
1615,Man on a Ledge,52,32,102.0,0,0.0,0,0,0,0,1
1616,Act of Valor,72,26,111.0,0,1.0,0,0,1,0,0
1618,The Wicker Tree,10,29,90.0,0,0.0,0,0,0,0,0
1622,Underworld: Awakening,62,27,89.0,0,1.0,0,0,0,0,0
1626,Albert Nobbs,47,56,113.0,0,0.0,1,0,1,0,0
1627,My Piece of the Pie,34,42,109.0,0,0.0,0,0,0,0,0
1629,W.E.,47,12,119.0,0,1.0,0,0,0,0,0
1630,Tim and Eric's Billion Dollar Movie,47,36,85.0,0,1.0,0,0,0,0,0
1631,The Double Hour,68,82,102.0,0,0.0,0,0,0,0,0
1632,Mission: Impossible Ghost Protocol,76,93,133.0,1,1.0,0,0,1,1,1
1634,Let the Bullets Fly,72,72,132.0,0,1.0,0,0,0,0,0
1636,Dark Tide,15,0,94.0,0,0.0,0,0,0,0,0
